record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,sin_week_of_year,cos_week_of_year,sin_month,cos_month,gap_since_lag_1_records,gap_since_lag_2_records,gap_since_lag_4_records,lag_2_weeks,lag_4_weeks,ewma_3_records,ewma_4_records,target_changing_rate_per_week_1,target_changing_rate_per_week_2,target_changing_rate_per_week_4,Y_true,Y_pred
67054,2031-10-11,8023,216233,133.95,133.95,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,4.912654885736052,5.1298987149230735,4.798379784772057,4.804192125129756,-0.00290093891860833,-0.0003657198979628374,0.0010650421262959617,4.955827057601261,4.7136235
67079,2031-10-11,8058,216233,133.2375,133.2375,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.58351893845611,3.8501476017100584,3.7240405210827987,3.7444996766471856,0.0022616468801637765,-0.002037634431249735,-0.0007046686616194587,3.258096538021482,3.6379921
67027,2031-10-11,8063,216233,133.95,133.95,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.2188758248682006,3.8066624897703196,3.3794759390111073,3.413140409857174,0.001839176145369377,-0.0034408337004992657,0.0,3.4011973816621555,3.427657
66959,2031-10-11,8091,216233,133.95,133.95,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,2.9444389791664403,3.8918202981106265,3.1628292834659533,3.1831782039442,0.007169625561244564,0.00238987530963922,0.00017358062405221393,3.4657359027997265,3.111191
67003,2031-10-11,8094,216233,130.3875,130.3875,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.6375861597263857,4.189654742026425,3.87658939918954,3.907248563509287,0.0044949805109386525,-0.002162083766653764,-0.0012254377038106354,3.912023005428146,3.891466
66978,2031-10-11,8095,216233,133.95,133.95,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,4.543294782270004,4.672828834461906,4.487721693707158,4.506684366329836,-0.0025201232430018886,-0.00162272930551728,0.0005117472923626007,4.553876891600541,4.446065
67128,2031-10-11,8121,216233,128.25,128.25,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.8501476017100584,3.4657359027997265,3.7673257322035196,3.7373115489984,-0.00042967790391859823,0.0013467315642749613,0.002766386039157386,3.8066624897703196,3.5030856
67149,2031-10-11,8218,216233,128.9625,128.9625,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.2188758248682006,3.8066624897703196,2.97579717122035,3.0557220246487327,-0.013856209965077672,-0.004871801563678737,-0.0028110080387229934,3.2188758248682006,3.120773
67104,2031-10-11,8222,216233,134.6625,134.6625,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,4.465908118654584,4.59511985013459,4.492431484525654,4.514990132756563,-0.0008107147266816958,-0.0013936993406277994,-0.0014981602660923275,4.465908118654584,4.5173645
67172,2031-10-11,8317,216233,130.3875,130.3875,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,4.394449154672439,4.574710978503383,3.650995838639118,3.747662485657287,-0.023629926083055267,-0.006415370126218091,-0.002032565342349453,4.189654742026425,3.9587834
67196,2031-10-11,8319,216233,130.3875,130.3875,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.4339872044851463,3.8501476017100584,3.579749315601048,3.5822555955771183,0.00456072080591826,0.0010345751579359283,0.0008012077599520328,4.07753744390572,3.5555491
67214,2031-10-11,8392,216233,129.675,129.675,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.5263605246161616,3.4965075614664802,3.2301759344435097,3.26229124765928,-0.011574980592389702,-0.003672347747799494,-0.00021656156175789776,4.02535169073515,3.3186028
67233,2031-10-11,8398,216233,133.2375,133.2375,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.5263605246161616,4.394449154672439,3.948830229479128,3.9993278700715926,0.008412736641284783,-0.0037143327641406786,-0.0009847590949992018,4.248495242049359,3.9638405
67255,2031-10-11,8400,216233,133.2375,133.2375,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.5263605246161616,4.2626798770413155,3.3957552923038836,3.4599940450789752,-0.007597867656469057,-0.0016822397326945447,-0.0017071475386033126,3.784189633918261,3.4748669
67273,2031-10-11,8422,216233,126.825,126.825,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,2.833213344056216,3.4011973816621555,2.486735202823252,2.628819994396375,-0.024090697869972245,-0.009252533268256332,-0.0059260676981406964,3.5263605246161616,3.2887366
67296,2031-10-11,8438,216233,130.3875,130.3875,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.7376696182833684,3.912023005428146,3.7137465480068634,3.740358426131591,-0.0026086121698148043,-0.002320916934160235,0.00044218002639890544,4.060443010546419,3.7343953
67320,2031-10-11,8555,216233,127.5375,127.5375,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.4011973816621555,3.6109179126442243,3.466887174164688,3.451476555273101,0.002830748190235783,0.0009435827784674511,0.0029734731021687165,3.4011973816621555,3.304867
67340,2031-10-11,8562,216233,131.1,131.1,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.828641396489095,3.912023005428146,3.8412815885739806,3.841847042758867,0.00043209148623766657,0.00029290824827686845,0.000895294124803431,3.871201010907891,3.7723832
67368,2031-10-11,8869,216233,134.6625,134.6625,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.828641396489095,4.406719247264253,4.147160348342069,4.1588913177476154,0.006946546206819758,-0.0022961334927521365,0.0003792165691515985,4.060443010546419,4.0351224
67415,2031-10-11,8911,216233,127.5375,127.5375,0,0,0,1.0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,39.0,74.0,3.091042453358316,3.6888794541139363,3.199713470433944,3.2231525238388796,0.003181235994638987,0.0019099268064368359,-0.0001626746242350657,3.1354942159291497,3.2101288
