record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,sin_week_of_year,cos_week_of_year,sin_month,cos_month,gap_since_lag_1_records,lag_8_weeks,target_changing_rate_per_week_1,target_changing_rate_per_week_2,Y_true,Y_pred
67054,2031-10-11,8023,216233,133.95,133.95,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.653960350157523,-0.00290093891860833,-0.0003657198979628374,4.955827057601261,4.6957326
67079,2031-10-11,8058,216233,133.2375,133.2375,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.6635616461296463,0.0022616468801637765,-0.002037634431249735,3.258096538021482,3.6676202
67027,2031-10-11,8063,216233,133.95,133.95,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.332204510175204,0.001839176145369377,-0.0034408337004992657,3.4011973816621555,3.4330661
66959,2031-10-11,8091,216233,133.95,133.95,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.4965075614664802,0.007169625561244564,0.00238987530963922,3.4657359027997265,3.2749038
67003,2031-10-11,8094,216233,130.3875,130.3875,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.174387269895637,0.0044949805109386525,-0.002162083766653764,3.912023005428146,3.9976263
66978,2031-10-11,8095,216233,133.95,133.95,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.762173934797756,-0.0025201232430018886,-0.00162272930551728,4.553876891600541,4.5166974
67128,2031-10-11,8121,216233,128.25,128.25,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.784189633918261,-0.00042967790391859823,0.0013467315642749613,3.8066624897703196,3.6529627
67149,2031-10-11,8218,216233,128.9625,128.9625,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.367295829986474,-0.013856209965077672,-0.004871801563678737,3.2188758248682006,3.2595816
67104,2031-10-11,8222,216233,134.6625,134.6625,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.04305126783455,-0.0008107147266816958,-0.0013936993406277994,4.465908118654584,4.3396163
67172,2031-10-11,8317,216233,130.3875,130.3875,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.784189633918261,-0.023629926083055267,-0.006415370126218091,4.189654742026425,4.0431223
