record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,sin_week_of_year,cos_week_of_year,sin_month,cos_month,gap_since_lag_1_records,lag_4_weeks,ewma_8_records,target_changing_rate_per_week_1,target_changing_rate_per_week_2,Y_true,Y_pred
67054,2031-10-11,8023,216233,133.95,133.95,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,5.1298987149230735,4.807510093527972,-0.00290093891860833,-0.0003657198979628374,4.955827057601261,4.753095
67079,2031-10-11,8058,216233,133.2375,133.2375,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8501476017100584,3.7685489939541874,0.0022616468801637765,-0.002037634431249735,3.258096538021482,3.7050683
67027,2031-10-11,8063,216233,133.95,133.95,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8066624897703196,3.4694723868545614,0.001839176145369377,-0.0034408337004992657,3.4011973816621555,3.4680965
66959,2031-10-11,8091,216233,133.95,133.95,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8918202981106265,3.239495257600078,0.007169625561244564,0.00238987530963922,3.4657359027997265,3.1881208
67003,2031-10-11,8094,216233,130.3875,130.3875,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.189654742026425,3.9720462673939347,0.0044949805109386525,-0.002162083766653764,3.912023005428146,3.9958165
66978,2031-10-11,8095,216233,133.95,133.95,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.672828834461906,4.542271203949359,-0.0025201232430018886,-0.00162272930551728,4.553876891600541,4.4988904
67128,2031-10-11,8121,216233,128.25,128.25,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.4657359027997265,3.6664204484307974,-0.00042967790391859823,0.0013467315642749613,3.8066624897703196,3.6715539
67149,2031-10-11,8218,216233,128.9625,128.9625,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8066624897703196,3.200912807329958,-0.013856209965077672,-0.004871801563678737,3.2188758248682006,3.2601016
67104,2031-10-11,8222,216233,134.6625,134.6625,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.59511985013459,4.54159970131357,-0.0008107147266816958,-0.0013936993406277994,4.465908118654584,4.431344
67172,2031-10-11,8317,216233,130.3875,130.3875,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.574710978503383,3.881719242956644,-0.023629926083055267,-0.006415370126218091,4.189654742026425,4.0485663
67196,2031-10-11,8319,216233,130.3875,130.3875,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8501476017100584,3.594224370308793,0.00456072080591826,0.0010345751579359283,4.07753744390572,3.619528
67214,2031-10-11,8392,216233,129.675,129.675,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.4965075614664802,3.313763182851934,-0.011574980592389702,-0.003672347747799494,4.02535169073515,3.5014734
67233,2031-10-11,8398,216233,133.2375,133.2375,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.394449154672439,4.093708963702912,0.008412736641284783,-0.0037143327641406786,4.248495242049359,4.043042
