,feature,importance
0,is_featured_sku,46.18925857543945
1,is_display_sku,41.69689178466797
2,is_discount_sku,33.17970275878906
3,ewma_4_records,32.361427307128906
4,sku_id,7.182066440582275
5,lag_4_weeks,6.528814315795898
6,store_id,3.9047296047210693
7,total_price,3.463404893875122
8,base_price,2.564875364303589
9,cos_month,2.1389989852905273
10,sin_month,1.7363665103912354
11,gap_since_lag_1_records,1.639392614364624
12,cos_week_of_year,1.5515985488891602
13,sin_week_of_year,1.3754099607467651
14,quarter,1.3020858764648438
15,target_changing_rate_per_week_2,1.1864571571350098
16,target_changing_rate_per_week_1,0.9144942164421082
