record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,sin_week_of_year,cos_week_of_year,sin_month,cos_month,gap_since_lag_1_records,lag_4_weeks,ewma_2_records,ewma_3_records,ewma_4_records,target_changing_rate_per_week_1,target_changing_rate_per_week_2,Y_true,Y_pred
67054,2031-10-11,8023,216233,133.95,133.95,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,5.1298987149230735,4.780806858470204,4.798379784772057,4.804192125129756,-0.00290093891860833,-0.0003657198979628374,4.955827057601261,4.7869415
67079,2031-10-11,8058,216233,133.2375,133.2375,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8501476017100584,3.695515760050209,3.7240405210827987,3.7444996766471856,0.0022616468801637765,-0.002037634431249735,3.258096538021482,3.6550567
67027,2031-10-11,8063,216233,133.95,133.95,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8066624897703196,3.3300540739747264,3.3794759390111073,3.413140409857174,0.001839176145369377,-0.0034408337004992657,3.4011973816621555,3.4984448
66959,2031-10-11,8091,216233,133.95,133.95,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8918202981106265,3.154709367101953,3.1628292834659533,3.1831782039442,0.007169625561244564,0.00238987530963922,3.4657359027997265,3.2371285
67003,2031-10-11,8094,216233,130.3875,130.3875,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.189654742026425,3.840729369977436,3.87658939918954,3.907248563509287,0.0044949805109386525,-0.002162083766653764,3.912023005428146,3.9866984
66978,2031-10-11,8095,216233,133.95,133.95,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.672828834461906,4.455732455577909,4.487721693707158,4.506684366329836,-0.0025201232430018886,-0.00162272930551728,4.553876891600541,4.515963
67128,2031-10-11,8121,216233,128.25,128.25,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.4657359027997265,3.8052967475387645,3.7673257322035196,3.7373115489984,-0.00042967790391859823,0.0013467315642749613,3.8066624897703196,3.6281395
67149,2031-10-11,8218,216233,128.9625,128.9625,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8066624897703196,2.8506679351068875,2.97579717122035,3.0557220246487327,-0.013856209965077672,-0.004871801563678737,3.2188758248682006,3.31049
67104,2031-10-11,8222,216233,134.6625,134.6625,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.59511985013459,4.457230306311883,4.492431484525654,4.514990132756563,-0.0008107147266816958,-0.0013936993406277994,4.465908118654584,4.4673686
67172,2031-10-11,8317,216233,130.3875,130.3875,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.574710978503383,3.46584818460308,3.650995838639118,3.747662485657287,-0.023629926083055267,-0.006415370126218091,4.189654742026425,4.064894
67196,2031-10-11,8319,216233,130.3875,130.3875,0,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8501476017100584,3.5863149542924644,3.579749315601048,3.5822555955771183,0.00456072080591826,0.0010345751579359283,4.07753744390572,3.670316
