record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,sin_week_of_year,cos_week_of_year,sin_month,cos_month,gap_since_lag_1_records,lag_4_weeks,target_changing_rate_per_week_1,target_changing_rate_per_week_2,Y_true,Y_pred
67054,2031-10-11,8023,216233,133.95,133.95,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,5.1298987149230735,-0.00290093891860833,-0.0003657198979628374,4.955827057601261,4.754217
67079,2031-10-11,8058,216233,133.2375,133.2375,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8501476017100584,0.0022616468801637765,-0.002037634431249735,3.258096538021482,3.6832604
67027,2031-10-11,8063,216233,133.95,133.95,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8066624897703196,0.001839176145369377,-0.0034408337004992657,3.4011973816621555,3.508621
66959,2031-10-11,8091,216233,133.95,133.95,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8918202981106265,0.007169625561244564,0.00238987530963922,3.4657359027997265,3.3928936
67003,2031-10-11,8094,216233,130.3875,130.3875,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.189654742026425,0.0044949805109386525,-0.002162083766653764,3.912023005428146,4.021222
66978,2031-10-11,8095,216233,133.95,133.95,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.672828834461906,-0.0025201232430018886,-0.00162272930551728,4.553876891600541,4.5636
67128,2031-10-11,8121,216233,128.25,128.25,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.4657359027997265,-0.00042967790391859823,0.0013467315642749613,3.8066624897703196,3.642581
67149,2031-10-11,8218,216233,128.9625,128.9625,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8066624897703196,-0.013856209965077672,-0.004871801563678737,3.2188758248682006,3.3278482
67104,2031-10-11,8222,216233,134.6625,134.6625,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.59511985013459,-0.0008107147266816958,-0.0013936993406277994,4.465908118654584,4.492494
67172,2031-10-11,8317,216233,130.3875,130.3875,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.574710978503383,-0.023629926083055267,-0.006415370126218091,4.189654742026425,4.042333
67196,2031-10-11,8319,216233,130.3875,130.3875,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8501476017100584,0.00456072080591826,0.0010345751579359283,4.07753744390572,3.6496768
67214,2031-10-11,8392,216233,129.675,129.675,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.4965075614664802,-0.011574980592389702,-0.003672347747799494,4.02535169073515,3.4894712
67233,2031-10-11,8398,216233,133.2375,133.2375,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.394449154672439,0.008412736641284783,-0.0037143327641406786,4.248495242049359,4.047508
67255,2031-10-11,8400,216233,133.2375,133.2375,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.2626798770413155,-0.007597867656469057,-0.0016822397326945447,3.784189633918261,3.6085217
67273,2031-10-11,8422,216233,126.825,126.825,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.4011973816621555,-0.024090697869972245,-0.009252533268256332,3.5263605246161616,3.393544
67296,2031-10-11,8438,216233,130.3875,130.3875,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.912023005428146,-0.0026086121698148043,-0.002320916934160235,4.060443010546419,3.8995976
67320,2031-10-11,8555,216233,127.5375,127.5375,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.6109179126442243,0.002830748190235783,0.0009435827784674511,3.4011973816621555,3.2982914
67340,2031-10-11,8562,216233,131.1,131.1,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.912023005428146,0.00043209148623766657,0.00029290824827686845,3.871201010907891,3.745519
67368,2031-10-11,8869,216233,134.6625,134.6625,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.406719247264253,0.006946546206819758,-0.0022961334927521365,4.060443010546419,4.08539
67415,2031-10-11,8911,216233,127.5375,127.5375,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.6888794541139363,0.003181235994638987,0.0019099268064368359,3.1354942159291497,3.3780546
67391,2031-10-11,8991,216233,127.5375,127.5375,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.828641396489095,-0.012442619187939557,-0.0016761935850027236,3.7612001156935624,3.7557747
67446,2031-10-11,9043,216233,131.8125,131.8125,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.7612001156935624,0.005686788362367947,-0.0023909264388602717,3.5263605246161616,3.6248937
67465,2031-10-11,9092,216233,131.8125,131.8125,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,2.4849066497880004,-0.010199593714166585,-0.0036316446980482757,3.332204510175204,3.2860017
67489,2031-10-11,9112,216233,133.95,133.95,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.382026634673881,-0.002372358537263782,-0.0004143395974468547,4.406719247264253,4.3389697
67513,2031-10-11,9132,216233,130.3875,130.3875,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.4339872044851463,0.011047078167052585,-0.0009475515716198712,4.02535169073515,3.5217693
67533,2031-10-11,9147,216233,132.525,132.525,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.174387269895637,-0.0072268817927274385,-0.005470237501898109,3.5263605246161616,4.020171
67555,2031-10-11,9164,216233,133.2375,133.2375,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.9318256327243257,-0.004818605004364336,-0.00531435736870951,3.7376696182833684,3.7435093
67573,2031-10-11,9178,216233,133.2375,133.2375,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,2.6390573296152584,-0.01451017256349243,-0.009528063895514695,2.6390573296152584,2.9036376
67593,2031-10-11,9190,216233,128.9625,128.9625,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.3694478524670215,-0.0021424355510339015,-0.001072287156351246,4.430816798843313,4.4052954
67617,2031-10-11,9221,216233,131.1,131.1,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.04305126783455,0.01508581453775911,0.002354334582401579,3.8501476017100584,3.875888
67638,2031-10-11,9250,216233,134.6625,134.6625,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.219507705176107,0.011587464197308052,0.003407575075937829,4.0943445622221,4.0500336
67664,2031-10-11,9273,216233,128.25,128.25,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.007333185232471,0.006767946020323052,-0.001749457942695801,3.713572066704308,3.7879348
67685,2031-10-11,9279,216233,128.25,128.25,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.6888794541139363,0.0,0.004085224337339843,3.713572066704308,3.5126867
67707,2031-10-11,9281,216233,128.25,128.25,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.174387269895637,-0.006112947045013819,0.0008442672861455637,3.6109179126442243,4.067774
67729,2031-10-11,9328,216233,130.3875,130.3875,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.58351893845611,0.0,-0.0020735447980050363,3.7612001156935624,3.5655465
67753,2031-10-11,9371,216233,133.2375,133.2375,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.8918202981106265,-0.003054897438916687,-0.0025607127831285548,3.367295829986474,3.4736245
67789,2031-10-11,9430,216233,133.95,133.95,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.330733340286331,-0.013071266896851381,-0.003697581797504585,3.5553480614894135,3.7753005
67848,2031-10-11,9432,216233,131.1,131.1,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.367295829986474,-0.0016324205647324824,0.0006130587465620333,3.7376696182833684,3.4147778
67871,2031-10-11,9436,216233,128.9625,128.9625,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.4011973816621555,0.002116438388273311,0.0005186767820550458,3.7376696182833684,3.6669383
67809,2031-10-11,9439,216233,128.9625,128.9625,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.6888794541139363,0.015202621849943903,0.0004485273795266814,3.258096538021482,3.2576718
67769,2031-10-11,9442,216233,134.6625,134.6625,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.713572066704308,0.006194728649194884,-0.003133245356177484,3.912023005428146,3.6268768
67889,2031-10-11,9456,216233,131.8125,131.8125,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.332204510175204,0.017697384178631925,-0.0015505915515788779,3.1354942159291497,3.3607574
67910,2031-10-11,9479,216233,131.1,131.1,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.7612001156935624,0.0029517344769419904,-0.0011692004590614128,3.044522437723423,3.5198267
67932,2031-10-11,9481,216233,134.6625,134.6625,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.343805421853684,-0.0029571600801267736,-0.0034998303993939704,4.31748811353631,4.1957865
67955,2031-10-11,9490,216233,128.9625,128.9625,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,3.6888794541139363,-0.005189860089942754,0.0,3.4011973816621555,3.4364564
67976,2031-10-11,9498,216233,128.9625,128.9625,0,0,4,0,0,0,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,13.0,4.343805421853684,-0.008173858487599097,0.0018747381576433224,3.784189633918261,4.0308175
