,feature,importance
0,is_featured_sku,62.48488998413086
1,ewma_4_records,51.66849899291992
2,is_display_sku,41.06410598754883
3,is_discount_sku,38.78944396972656
4,ewma_3_records,25.718936920166016
5,discount_ratio,8.940071105957031
6,sku_id,5.528094291687012
7,ewma_2_records,4.896941184997559
8,lag_4_weeks,4.037866115570068
9,total_price,3.7397637367248535
10,store_id,3.07028865814209
11,cos_month,2.0697555541992188
12,base_price,1.9372024536132812
13,gap_since_lag_1_records,1.9017294645309448
14,gap_since_lag_4_records,1.7928003072738647
15,cos_week_of_year,1.7396354675292969
16,sin_month,1.710724115371704
17,gap_since_lag_2_records,1.6744824647903442
18,quarter,1.6189002990722656
19,sin_week_of_year,1.5142159461975098
20,target_changing_rate_per_week_2,1.4502395391464233
21,target_changing_rate_per_week_1,0.9219639301300049
