,feature,importance
0,ewma_4_records,77.68519592285156
1,is_featured_sku,68.91922760009766
2,is_discount_sku,52.9943733215332
3,is_display_sku,46.731956481933594
4,ewma_3_records,13.510028839111328
5,discount_ratio,7.469444751739502
6,sku_id,5.065616130828857
7,total_price,4.426602840423584
8,store_id,3.018453598022461
9,lag_4_weeks,2.728717088699341
10,cos_month,2.2241156101226807
11,base_price,2.194016456604004
12,sin_month,1.8800376653671265
13,gap_since_lag_4_records,1.7911149263381958
14,gap_since_lag_2_records,1.782086730003357
15,cos_week_of_year,1.7817009687423706
16,gap_since_lag_1_records,1.7611346244812012
17,quarter,1.684451699256897
18,sin_week_of_year,1.580101490020752
19,target_changing_rate_per_week_4,1.3791583776474
20,target_changing_rate_per_week_2,1.359887957572937
21,ewma_2_records,1.0176172256469727
22,target_changing_rate_per_week_1,0.9228101968765259
