record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,Y_true,Y_pred
143888,2025-09-12,8091,216233,118.275,118.275,0,0,0,1.0,3.6109179126442243,3.3589961528778076
143907,2025-09-12,8095,216233,117.5625,132.525,0,0,1,0.8870967741935484,4.804021044733257,4.629222869873047
143932,2025-09-12,8094,216233,115.425,130.3875,0,0,1,0.8852459016393444,4.6443908991413725,4.1698431968688965
143956,2025-09-12,8063,216233,118.275,118.275,0,0,0,1.0,3.5553480614894135,3.6080644130706787
143983,2025-09-12,8023,216233,116.1375,133.95,0,0,1,0.8670212765957448,4.787491742782046,4.958083152770996
144007,2025-09-12,8058,216233,118.9875,133.2375,0,0,1,0.8930481283422459,3.332204510175204,3.9585113525390625
144032,2025-09-12,8222,216233,116.85,133.2375,0,0,1,0.8770053475935827,4.9344739331306915,4.682011604309082
144056,2025-09-12,8121,216233,115.425,130.3875,0,0,1,0.8852459016393444,3.1780538303479458,3.712151050567627
144077,2025-09-12,8218,216233,114.7125,128.9625,0,0,1,0.8895027624309393,3.091042453358316,3.482367992401123
144099,2025-09-12,8317,216233,114.0,131.8125,0,0,1,0.8648648648648649,4.248495242049359,4.327998638153076
144123,2025-09-12,8319,216233,115.425,128.9625,0,0,1,0.8950276243093922,3.784189633918261,3.759204626083374
144141,2025-09-12,8392,216233,110.4375,131.1,0,0,1,0.8423913043478262,3.044522437723423,3.624799966812134
144160,2025-09-12,8398,216233,118.275,118.275,0,0,0,1.0,4.23410650459726,4.245689868927002
144182,2025-09-12,8400,216233,117.5625,117.5625,0,0,0,1.0,3.5263605246161616,3.7726328372955322
144200,2025-09-12,8422,216233,114.7125,133.2375,0,0,1,0.8609625668449198,3.1780538303479458,3.598480701446533
144223,2025-09-12,8438,216233,114.7125,129.675,0,0,1,0.8846153846153846,4.060443010546419,4.147782325744629
144247,2025-09-12,8555,216233,110.4375,110.4375,0,0,0,1.0,2.995732273553991,3.4640586376190186
144267,2025-09-12,8562,216233,118.9875,133.2375,0,0,1,0.8930481283422459,3.6888794541139363,3.9804956912994385
144295,2025-09-12,8869,216233,118.275,118.275,0,0,0,1.0,4.2626798770413155,4.389880657196045
144318,2025-09-12,8991,216233,112.575,128.9625,0,0,1,0.8729281767955801,4.110873864173311,4.033328056335449
144342,2025-09-12,8911,216233,112.575,128.25,0,0,1,0.8777777777777778,3.871201010907891,3.5637004375457764
144373,2025-09-12,9043,216233,118.275,118.275,0,0,0,1.0,3.6109179126442243,3.8241615295410156
144392,2025-09-12,9092,216233,118.275,132.525,0,0,1,0.8924731182795699,2.9444389791664403,3.474813938140869
144416,2025-09-12,9112,216233,116.85,116.85,0,0,0,1.0,4.553876891600541,4.654441833496094
144441,2025-09-12,9132,216233,114.7125,114.7125,0,0,0,1.0,3.871201010907891,3.6550092697143555
144461,2025-09-12,9147,216233,118.275,118.275,0,0,0,1.0,4.174387269895637,4.13056755065918
144483,2025-09-12,9164,216233,116.1375,133.2375,0,0,1,0.8716577540106951,3.58351893845611,4.108463764190674
144501,2025-09-12,9178,216233,117.5625,133.2375,0,0,1,0.8823529411764706,2.3978952727983707,3.0687437057495117
144521,2025-09-12,9190,216233,115.425,129.675,0,0,1,0.8901098901098901,4.276666119016055,4.554404258728027
144546,2025-09-12,9221,216233,113.2875,129.675,0,0,1,0.8736263736263735,4.110873864173311,4.088497161865234
144567,2025-09-12,9250,216233,118.275,118.275,0,0,0,1.0,4.127134385045092,4.381287097930908
144593,2025-09-12,9273,216233,112.575,126.825,0,0,1,0.8876404494382022,3.9889840465642745,4.023664951324463
144614,2025-09-12,9279,216233,111.8625,128.25,0,0,1,0.8722222222222222,3.912023005428146,3.687819004058838
144636,2025-09-12,9281,216233,112.575,125.4,0,0,1,0.8977272727272727,4.5217885770490405,4.211259365081787
144658,2025-09-12,9328,216233,116.85,116.85,0,0,0,1.0,3.58351893845611,3.8239517211914062
144682,2025-09-12,9371,216233,118.9875,134.6625,0,0,1,0.8835978835978836,3.091042453358316,3.468242883682251
144699,2025-09-12,9442,216233,117.5625,133.2375,0,0,1,0.8823529411764706,3.8501476017100584,3.9460272789001465
144719,2025-09-12,9430,216233,118.9875,118.9875,0,0,0,1.0,4.02535169073515,3.9274466037750244
144739,2025-09-12,9439,216233,112.575,126.1125,0,0,1,0.8926553672316384,3.091042453358316,3.4448130130767822
