record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,week_of_year,sin_week_of_year,cos_week_of_year,Y_true,Y_pred
143888,2025-09-12,8091,216233,118.275,118.275,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,3.6109179126442243,3.5902607
143907,2025-09-12,8095,216233,117.5625,132.525,0,0,1,0.8870967741935484,37,-0.970941817426052,-0.23931566428755774,4.804021044733257,4.770477
143932,2025-09-12,8094,216233,115.425,130.3875,0,0,1,0.8852459016393444,37,-0.970941817426052,-0.23931566428755774,4.6443908991413725,4.1852827
143956,2025-09-12,8063,216233,118.275,118.275,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,3.5553480614894135,3.681741
143983,2025-09-12,8023,216233,116.1375,133.95,0,0,1,0.8670212765957448,37,-0.970941817426052,-0.23931566428755774,4.787491742782046,4.983687
144007,2025-09-12,8058,216233,118.9875,133.2375,0,0,1,0.8930481283422459,37,-0.970941817426052,-0.23931566428755774,3.332204510175204,3.9554453
144032,2025-09-12,8222,216233,116.85,133.2375,0,0,1,0.8770053475935827,37,-0.970941817426052,-0.23931566428755774,4.9344739331306915,4.7000566
144056,2025-09-12,8121,216233,115.425,130.3875,0,0,1,0.8852459016393444,37,-0.970941817426052,-0.23931566428755774,3.1780538303479458,3.7220824
144077,2025-09-12,8218,216233,114.7125,128.9625,0,0,1,0.8895027624309393,37,-0.970941817426052,-0.23931566428755774,3.091042453358316,3.3672838
144099,2025-09-12,8317,216233,114.0,131.8125,0,0,1,0.8648648648648649,37,-0.970941817426052,-0.23931566428755774,4.248495242049359,4.1632133
144123,2025-09-12,8319,216233,115.425,128.9625,0,0,1,0.8950276243093922,37,-0.970941817426052,-0.23931566428755774,3.784189633918261,3.7948966
144141,2025-09-12,8392,216233,110.4375,131.1,0,0,1,0.8423913043478262,37,-0.970941817426052,-0.23931566428755774,3.044522437723423,3.492443
144160,2025-09-12,8398,216233,118.275,118.275,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,4.23410650459726,4.1955767
144182,2025-09-12,8400,216233,117.5625,117.5625,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,3.5263605246161616,3.8730886
144200,2025-09-12,8422,216233,114.7125,133.2375,0,0,1,0.8609625668449198,37,-0.970941817426052,-0.23931566428755774,3.1780538303479458,3.4568434
144223,2025-09-12,8438,216233,114.7125,129.675,0,0,1,0.8846153846153846,37,-0.970941817426052,-0.23931566428755774,4.060443010546419,4.1641293
144247,2025-09-12,8555,216233,110.4375,110.4375,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,2.995732273553991,3.4234626
144267,2025-09-12,8562,216233,118.9875,133.2375,0,0,1,0.8930481283422459,37,-0.970941817426052,-0.23931566428755774,3.6888794541139363,3.982848
144295,2025-09-12,8869,216233,118.275,118.275,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,4.2626798770413155,4.386249
144318,2025-09-12,8991,216233,112.575,128.9625,0,0,1,0.8729281767955801,37,-0.970941817426052,-0.23931566428755774,4.110873864173311,3.9308681
144342,2025-09-12,8911,216233,112.575,128.25,0,0,1,0.8777777777777778,37,-0.970941817426052,-0.23931566428755774,3.871201010907891,3.5072987
144373,2025-09-12,9043,216233,118.275,118.275,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,3.6109179126442243,3.7657444
144392,2025-09-12,9092,216233,118.275,132.525,0,0,1,0.8924731182795699,37,-0.970941817426052,-0.23931566428755774,2.9444389791664403,3.3995109
144416,2025-09-12,9112,216233,116.85,116.85,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,4.553876891600541,4.6184297
144441,2025-09-12,9132,216233,114.7125,114.7125,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,3.871201010907891,3.7268505
144461,2025-09-12,9147,216233,118.275,118.275,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,4.174387269895637,4.097217
144483,2025-09-12,9164,216233,116.1375,133.2375,0,0,1,0.8716577540106951,37,-0.970941817426052,-0.23931566428755774,3.58351893845611,4.0346103
144501,2025-09-12,9178,216233,117.5625,133.2375,0,0,1,0.8823529411764706,37,-0.970941817426052,-0.23931566428755774,2.3978952727983707,2.9967167
144521,2025-09-12,9190,216233,115.425,129.675,0,0,1,0.8901098901098901,37,-0.970941817426052,-0.23931566428755774,4.276666119016055,4.4388256
144546,2025-09-12,9221,216233,113.2875,129.675,0,0,1,0.8736263736263735,37,-0.970941817426052,-0.23931566428755774,4.110873864173311,4.0777674
144567,2025-09-12,9250,216233,118.275,118.275,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,4.127134385045092,4.407602
144593,2025-09-12,9273,216233,112.575,126.825,0,0,1,0.8876404494382022,37,-0.970941817426052,-0.23931566428755774,3.9889840465642745,4.090069
144614,2025-09-12,9279,216233,111.8625,128.25,0,0,1,0.8722222222222222,37,-0.970941817426052,-0.23931566428755774,3.912023005428146,3.620782
144636,2025-09-12,9281,216233,112.575,125.4,0,0,1,0.8977272727272727,37,-0.970941817426052,-0.23931566428755774,4.5217885770490405,4.248704
144658,2025-09-12,9328,216233,116.85,116.85,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,3.58351893845611,3.7797658
144682,2025-09-12,9371,216233,118.9875,134.6625,0,0,1,0.8835978835978836,37,-0.970941817426052,-0.23931566428755774,3.091042453358316,3.3871891
144699,2025-09-12,9442,216233,117.5625,133.2375,0,0,1,0.8823529411764706,37,-0.970941817426052,-0.23931566428755774,3.8501476017100584,3.839689
144719,2025-09-12,9430,216233,118.9875,118.9875,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,4.02535169073515,3.8880079
144739,2025-09-12,9439,216233,112.575,126.1125,0,0,1,0.8926553672316384,37,-0.970941817426052,-0.23931566428755774,3.091042453358316,3.49144
144778,2025-09-12,9432,216233,113.2875,131.1,0,0,1,0.8641304347826086,37,-0.970941817426052,-0.23931566428755774,3.6888794541139363,3.5737581
144801,2025-09-12,9436,216233,115.425,115.425,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,3.970291913552122,3.9729266
144819,2025-09-12,9456,216233,111.8625,111.8625,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,3.5263605246161616,3.658118
144840,2025-09-12,9479,216233,116.1375,116.1375,0,0,0,1.0,37,-0.970941817426052,-0.23931566428755774,3.1354942159291497,3.7490096
144862,2025-09-12,9481,216233,117.5625,133.2375,0,0,1,0.8823529411764706,37,-0.970941817426052,-0.23931566428755774,4.605170185988092,4.4838853
144886,2025-09-12,9490,216233,111.8625,128.9625,0,0,1,0.867403314917127,37,-0.970941817426052,-0.23931566428755774,3.4965075614664802,3.6006968
144907,2025-09-12,9498,216233,111.8625,125.4,0,0,1,0.8920454545454545,37,-0.970941817426052,-0.23931566428755774,4.31748811353631,4.0862226
